Activity ID,Activity Date,Activity Name,Activity Type,Activity Description,Elapsed Time,Distance,Max Heart Rate,Relative Effort,Commute,Activity Private Note,Activity Gear,Filename,Athlete Weight,Bike Weight,Elapsed Time,Moving Time,Distance,Max Speed,Average Speed,Elevation Gain,Elevation Loss,Elevation Low,Elevation High,Max Grade,Average Grade,Average Positive Grade,Average Negative Grade,Max Cadence,Average Cadence,Max Heart Rate,Average Heart Rate,Max Watts,Average Watts,Calories,Max Temperature,Average Temperature,Relative Effort,Total Work,Number of Runs,Uphill Time,Downhill Time,Other Time,Perceived Exertion,Type,Start Time,Weighted Average Power,Power Count,Prefer Perceived Exertion,Perceived Relative Effort,Commute,Total Weight Lifted,From Upload,Grade Adjusted Distance,Weather Observation Time,Weather Condition,Weather Temperature,Apparent Temperature,Dewpoint,Humidity,Weather Pressure,Wind Speed,Wind Gust,Wind Bearing,Precipitation Intensity,Sunrise Time,Sunset Time,Moon Phase,Bike,Gear,Precipitation Probability,Precipitation Type,Cloud Cover,Weather Visibility,UV Index,Weather Ozone,Jump Count,Total Grit,Average Flow,Flagged,Average Elapsed Speed,Dirt Distance,Newly Explored Distance,Newly Explored Dirt Distance,Activity Count,Total Steps,Carbon Saved,Pool Length,Training Load,Intensity,Average Grade Adjusted Pace,Timer Time,Total Cycles,Recovery,With Pet,Competition,Long Run,For a Cause,With Kid,Downhill Distance,Total Sets,Total Reps,Media
16771947921,"Dec 17, 2025, 10:02:04 PM",Threshold 6x5,Run,Felt terrible,4337,12.00,184.0,45,false,,,activities/17862560923.fit.gz,,,4337.0,3480.0,12007.9,5.02,3.451,39.0,40.0,170.6,181.8,11.4,0.0,,,103.0,91.0,184.0,151.0,,312.0,726.0,,,45.0,1030480.0,,,,,,,,302.0,4076.0,,,0.0,,1.0,12114.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.769,0.0,,,,9828.0,0.0,,583.0,227.0,3.481,,,0.0,,,,,,,,,""
16769118945,"Dec 16, 2025, 10:04:05 PM",Easy,Run,"",1976,6.24,152.0,7,false,,,activities/17859721134.fit.gz,,,1976.0,1800.0,6242.3,4.62,3.468,27.0,27.0,173.4,184.4,14.3,0.0,,,100.0,90.0,152.0,138.0,,300.0,352.0,,,7.0,540221.0,,,,,,,,288.0,1978.0,,,0.0,,1.0,6353.8,,,,,,,,,,,,,,,,,,,,,,,,,,,3.159,0.0,,,,5386.0,0.0,,258.0,217.0,3.53,,,0.0,,,,,,,,,""
16769118606,"Dec 13, 2025, 8:29:46 PM",Afternoon Run,Run,,5291,11.87,178.0,36,false,,,activities/17859720796.fit.gz,,,5291.0,3184.0,11872.5,5.4,3.729,0.0,0.0,0.0,0.0,0.0,0.0,,,108.0,88.0,178.0,132.0,,189.0,633.0,,,36.0,998528.0,,,,,,,,299.0,4181.0,,,0.0,,1.0,11872.5,,,,,,,,,,,,,,,,,,,,,,,,,,,2.244,0.0,,,,8872.0,0.0,,587.0,225.0,,,,,,,,,,,,,""
16724848647,"Dec 12, 2025, 4:26:12 PM",Easy,Run,"",2585,8.00,179.0,45,false,,,activities/17814922493.fit.gz,,,2585.0,2288.0,7999.8,5.14,3.496,36.0,36.0,175.6,187.2,36.4,0.0,,,102.0,91.0,179.0,160.0,,299.0,511.0,,,45.0,684416.0,,,,,,,,282.0,2586.0,,,0.0,,1.0,8192.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.095,0.0,,,,6864.0,0.0,,322.0,212.0,3.581,,,0.0,,,,,,,,,""
16670697781,"Dec 5, 2025, 9:49:50 PM",Afternoon Run,Run,,837,2.90,148.0,3,false,,,activities/17760010024.fit.gz,,,837.0,837.0,2900.0,3.84,3.465,2.0,1.0,418.2,420.4,2.8,0.0,,,92.0,88.0,148.0,139.0,,295.0,159.0,,,3.0,246968.0,,,,,,,,291.0,838.0,,,0.0,,1.0,2907.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.465,0.0,,,,2466.0,0.0,,111.0,219.0,3.474,,,,,,,,,,,,""
16651570906,"Dec 4, 2025, 8:26:34 PM",Running when snowing was not it,Run,"",1521,4.68,172.0,14,false,,,activities/17740581504.fit.gz,,,1521.0,1284.0,4680.5,4.58,3.645,19.0,20.0,172.2,182.4,33.3,-0.1,,,100.0,91.0,172.0,145.0,,320.0,268.0,,,14.0,411609.0,,,,,,,,297.0,1522.0,,,0.0,,1.0,4738.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.077,130.1,,,,3822.0,0.0,,210.0,223.0,3.69,,,0.0,,,,,,,,,""
16643472465,"Dec 3, 2025, 10:31:32 PM",Recovery,Run,"",2736,8.00,158.0,16,false,,Adidas Boston 12 white (670km),activities/17732352091.fit.gz,,,2736.0,2504.0,8002.9,5.12,3.196,50.0,54.0,168.0,179.6,26.5,0.0,,,100.0,90.0,158.0,145.0,,285.0,492.0,,,16.0,714967.0,,,,,,,,277.0,2737.0,,,0.0,,1.0,8233.1,,,,,,,,,,,,,,,,27475328.0,,,,,,,,,,,2.925,141.1,,,,7466.0,0.0,,329.0,208.0,3.288,,,0.0,,,,,,,,,""
16633775286,"Dec 2, 2025, 11:35:11 PM",Evening Run,Run,,239,0.76,146.0,1,false,,,activities/17722540695.fit.gz,,,239.0,239.0,760.0,3.5,3.18,0.0,0.0,178.6,179.4,1.6,-0.1,,,89.0,88.0,146.0,142.0,,269.0,49.0,,,1.0,64172.0,,,,,,,,255.0,240.0,,,0.0,,1.0,753.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.18,0.0,,,,698.0,0.0,,24.0,192.0,3.151,,,,,,,,,,,,""
16633574765,"Dec 2, 2025, 10:57:33 PM",Idk,Run,"1k(forgot to turn on my watch) 5x400 2x200 
Threshold pace idk 🤔",1259,3.30,177.0,6,false,,,activities/17722339967.fit.gz,,,1259.0,1179.0,3301.7,5.94,2.8,9.0,10.0,169.6,176.6,8.7,0.0,,,105.0,79.0,177.0,136.0,,219.0,216.0,,,6.0,243680.0,,,,,,,,267.0,1261.0,,,0.0,,1.0,3327.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.622,138.9,,,,2750.0,0.0,,141.0,201.0,2.822,,,0.0,,,,,,,,,""
16623350068,"Dec 1, 2025, 9:47:22 PM",Recovery,Run,"",3443,9.00,162.0,18,false,,Adidas Boston 12 white (670km),activities/17711961168.fit.gz,,,3443.0,2760.0,9004.3,4.94,3.262,26.0,23.0,172.0,183.0,6.3,0.0,,,98.0,90.0,162.0,144.0,,279.0,556.0,,,18.0,771881.0,,,,,,,,263.0,3252.0,,,0.0,,1.0,9054.1,,,,,,,,,,,,,,,,27475328.0,,,,,,,,,,,2.615,282.8,,,,8242.0,0.0,,353.0,198.0,3.28,,,0.0,,,,,,,,,""
16623610370,"Nov 30, 2025, 11:51:00 PM",Treadmill workout,Run,6x5 kind threshold progressive 4:00 to 3:22,3900,13.00,,,false,,,,,,3900.0,3900.0,13000.0,,3.333,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16601890412,"Nov 29, 2025, 3:00:59 PM",Easy,Run,"",4186,11.00,163.0,18,false,,Adidas Boston 12 white (670km),activities/17690120707.fit.gz,,,4186.0,3232.0,11008.7,4.7,3.406,24.0,23.0,179.0,188.4,11.7,0.0,,,123.0,92.0,163.0,138.0,,291.0,641.0,,,18.0,942175.0,,,,,,,,267.0,4188.0,,,0.0,,1.0,11086.5,,,,,,,,,,,,,,,,27475328.0,,,,,,,,,,,2.63,265.6,,,,9700.0,0.0,,469.0,201.0,3.43,,,0.0,,,,,,,,,""
16601921288,"Nov 28, 2025, 10:15:00 PM",Treadmill double,Run,"",3000,10.00,,,false,,Adidas Boston 12 white (670km),,,,3000.0,3000.0,10000.0,,3.333,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,27475328.0,,,,,,,,,,,3.333,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16593618568,"Nov 28, 2025, 5:29:32 PM",Lunch Run,Run,"",5482,3.17,179.0,10,false,,New Balance 1080 V14,activities/17681689415.fit.gz,,,5482.0,1031.0,3177.3,5.1,3.082,24.0,32.0,174.8,192.8,29.6,-0.1,,,97.0,86.0,179.0,138.0,,282.0,190.0,,,10.0,273205.0,,,,,,,,245.0,1611.0,,,0.0,,1.0,3306.3,,,,,,,,,,,,,,,,20717603.0,,,,,,,,,,,0.58,53.8,,,,2768.0,0.0,,151.0,184.0,3.207,,,0.0,,,,,,,,,""
16592879356,"Nov 27, 2025, 3:40:45 PM",Morning Run,Run,"",2638,2.86,152.0,2,false,,New Balance 1080 V14,activities/17680944766.fit.gz,,,2638.0,1812.0,2864.0,4.04,1.581,42.0,46.0,178.6,190.8,40.0,0.0,,,118.0,67.0,152.0,86.0,,140.0,181.0,,,2.0,229242.0,,,,,,,,165.0,2136.0,,,0.0,,1.0,3145.9,,,,,,,,,,,,,,,,20717603.0,,,,,,,,,,,1.086,0.0,,,,3652.0,0.0,,91.0,124.0,1.736,,,0.0,,,,,,,,,""
16592879221,"Nov 27, 2025, 6:46:31 AM",Night Run,Run,,344,0.05,120.0,0,false,,,activities/17680944760.fit.gz,,,344.0,42.0,50.7,1.84,1.207,3.0,0.0,180.6,188.8,37.8,3.9,,,72.0,56.0,120.0,81.0,,10.0,22.0,,,0.0,779.0,,,,,,,,7.0,345.0,,,0.0,,1.0,95.9,,,,,,,,,,,,,,,,,,,,,,,,,,,0.147,0.0,,,,46.0,0.0,,0.0,5.0,2.283,,,,,,,,,,,,""
16566220807,"Nov 25, 2025, 7:54:08 PM",2x4x400,Run,"",4414,8.00,179.0,9,false,,Nike Streakfly,activities/17653799064.fit.gz,,,4414.0,3008.0,8001.6,6.92,2.66,20.0,19.0,178.8,189.6,50.0,0.1,,,107.0,88.0,179.0,130.0,,275.0,466.0,,,9.0,631903.0,,,,,,,,241.0,3799.0,,,0.0,,1.0,8083.9,,,,,,,,,,,,,,,,20717645.0,,,,,,,,,,,1.813,13.8,,,,6548.0,0.0,,346.0,181.0,2.687,,,0.0,,,,,,,,,""
16566220744,"Nov 24, 2025, 10:11:39 PM",Afternoon Walk,Walk,,1260,1.68,121.0,2,false,,,activities/17653799024.fit.gz,,,1260.0,1201.0,1684.9,2.355,1.403,7.0,6.0,179.4,186.2,18.2,0.1,,,93.0,58.0,121.0,104.0,,,117.0,,,2.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.337,21.6,,,,2296.0,0.0,,,,,,,,,,,,,,,,""
16566220767,"Nov 24, 2025, 9:49:19 PM",Afternoon Run,Run,,1034,2.53,161.0,6,false,,,activities/17653799033.fit.gz,,,1034.0,801.0,2538.4,4.08,3.169,7.0,3.0,178.8,186.2,7.1,0.1,,,97.0,88.0,161.0,144.0,,271.0,161.0,,,6.0,217725.0,,,,,,,,246.0,1036.0,,,0.0,,1.0,2561.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.455,12.9,,,,2318.0,0.0,,98.0,185.0,3.197,,,,,,,,,,,,""
16549175308,"Nov 23, 2025, 10:02:47 PM",6.7 in kilometers,Run,Recovery my legs are sore 🥲,2322,6.71,158.0,12,false,,,activities/17636513842.fit.gz,,,2322.0,2122.0,6711.9,4.1,3.163,11.0,12.0,173.4,183.4,7.0,0.0,,,94.0,88.0,158.0,146.0,,275.0,441.0,,,12.0,582695.0,,,,,,,,267.0,2323.0,,,0.0,,1.0,6743.0,,,,,,,,,,,,,,,,,,,,,,,,,,,2.891,0.0,,,,6206.0,0.0,,260.0,201.0,3.178,,,0.0,,,,,,,,,""
16538589858,"Nov 22, 2025, 11:29:45 PM",Shouldn’t eat bread 1h before run,Run,Tempo effort but pace oops 🙃💀,2814,10.01,183.0,58,false,,,activities/17625759832.fit.gz,,,2814.0,2647.0,10012.3,6.18,3.783,30.0,28.0,178.8,186.6,5.7,0.0,,,99.0,90.0,183.0,162.0,,326.0,627.0,,,58.0,862446.0,,,,,,,,316.0,2816.0,,,0.0,,1.0,10062.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.558,272.8,,,,7908.0,0.0,,442.0,238.0,3.802,,,0.0,,,,,,,,,""
16528448595,"Nov 21, 2025, 10:21:15 PM",Easy,Run,Maybe more careful when crossing the roads,2819,9.64,166.0,32,false,,,activities/17615488533.fit.gz,,,2819.0,2706.0,9647.3,5.0,3.565,20.0,22.0,175.8,183.8,11.4,0.0,,,95.0,88.0,166.0,151.0,,310.0,609.0,,,32.0,839460.0,,,,,,,,303.0,2820.0,,,0.0,,1.0,9708.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.422,142.4,,,,7924.0,0.0,,406.0,228.0,3.588,,,0.0,,,,,,,,,""
16536890358,"Nov 19, 2025, 8:55:00 PM",Afternoon Run,Run,"",4488,12.00,,,false,,,,,,4488.0,4488.0,12000.0,,2.674,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.674,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16508043588,"Nov 18, 2025, 6:52:48 PM",Watch died 🥲🥲,Run,"5x1k 600 2x400 2x200
+ 1 mile CD",2268,8.40,,,false,,,,,,2268.0,2268.0,8400.0,,3.704,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.704,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16507994435,"Nov 18, 2025, 10:16:33 PM",Wu,Run,"",927,3.27,167.0,9,false,,,activities/17594809515.fit.gz,,,927.0,927.0,3270.2,4.08,3.528,7.0,42.0,178.8,184.0,5.6,0.0,,,96.0,88.0,167.0,145.0,,308.0,203.0,,,9.0,285540.0,,,,,,,,305.0,928.0,,,0.0,,1.0,3284.1,,,,,,,,,,,,,,,,,,,,,,,,,,,3.528,142.0,,,,2726.0,0.0,,135.0,229.0,3.543,,,0.0,,,,,,,,,""
16489917387,"Nov 17, 2025, 11:07:19 PM",Easy,Run,"",3410,10.00,154.0,13,false,,,activities/17576602817.fit.gz,,,3410.0,2961.0,10004.8,4.66,3.379,35.0,31.0,172.0,182.6,9.5,0.0,,,97.0,91.0,154.0,142.0,,298.0,614.0,,,13.0,883247.0,,,,,,,,287.0,3344.0,,,0.0,,1.0,10091.2,,,,,,,,,,,,,,,,,,,,,,,,,,,2.934,278.0,,,,8932.0,0.0,,432.0,216.0,3.408,,,0.0,,,,,,,,,""
16481272817,"Nov 16, 2025, 10:26:54 PM",Afternoon Run,Run,,1636,2.55,126.0,2,false,,,activities/17567916926.fit.gz,,,1636.0,1490.0,2558.4,5.18,1.717,25.0,22.0,171.8,180.4,27.3,0.0,,,96.0,63.0,126.0,92.0,,132.0,153.0,,,2.0,200669.0,,,,,,,,134.0,1637.0,,,0.0,,1.0,2699.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.564,121.6,,,,3182.0,0.0,,46.0,101.0,1.812,,,,,,,,,,,,""
16481271680,"Nov 16, 2025, 9:51:36 PM",Afternoon Run,Run,,2068,5.67,161.0,7,false,,,activities/17567915779.fit.gz,,,2068.0,1801.0,5674.2,4.92,3.151,25.0,34.0,169.8,183.4,20.9,-0.1,,,97.0,89.0,161.0,130.0,,265.0,339.0,,,7.0,475649.0,,,,,,,,253.0,2069.0,,,0.0,,1.0,5810.3,,,,,,,,,,,,,,,,,,,,,,,,,,,2.744,100.6,,,,5218.0,0.0,,207.0,190.0,3.226,,,,,,,,,,,,""
16459386295,"Nov 14, 2025, 10:34:09 PM",Apple cider Mile,Run,too sweet take too long to drink the second cup,421,1.63,169.0,2,false,,,activities/17545769443.fit.gz,,,421.0,421.0,1636.9,6.82,3.888,0.0,1.0,172.8,174.2,33.3,0.0,,,107.0,95.0,169.0,143.0,,390.0,93.0,,,2.0,129662.0,,,,,,,,324.0,423.0,,,0.0,,1.0,1639.0,,,,,,,,,,,,,,,,,,,,,,,,,,,3.888,0.0,,,,1024.0,0.0,,69.0,244.0,3.893,,,0.0,,,,,,,,,""
16459386335,"Nov 14, 2025, 9:23:07 PM",Not easy,Run,My stomach hurts 🥲,2389,8.14,159.0,19,false,,,activities/17545769474.fit.gz,,,2389.0,2199.0,8147.2,4.9,3.705,10.0,13.0,171.2,178.8,8.1,0.0,,,97.0,89.0,159.0,147.0,,321.0,495.0,,,19.0,705223.0,,,,,,,,309.0,2391.0,,,0.0,,1.0,8193.6,,,,,,,,,,,,,,,,,,,,,,,,,,,3.41,0.0,,,,6520.0,0.0,,357.0,232.0,3.726,,,0.0,,,,,,,,,""
16450833187,"Nov 13, 2025, 10:16:01 PM",Workout,Run,5x1200 2x400,4845,12.00,159.0,11,false,,,activities/17537155064.fit.gz,,,4845.0,3017.0,12004.0,6.0,3.979,10.0,16.0,167.0,177.8,10.1,-0.1,,,101.0,91.0,159.0,130.0,,357.0,607.0,,,11.0,1036141.0,,,,,,,,324.0,4053.0,,,0.0,,1.0,12056.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.478,136.0,,,,8660.0,0.0,,669.0,244.0,3.996,,,0.0,,,,,,,,,""
16440721689,"Nov 12, 2025, 10:05:07 PM",Easy,Run,"",4254,11.01,157.0,12,false,,,activities/17526981923.fit.gz,,,4254.0,3166.0,11010.1,4.92,3.478,28.0,30.0,165.4,182.6,27.0,-0.1,,,100.0,89.0,157.0,131.0,,297.0,627.0,,,12.0,940164.0,,,,,,,,273.0,4032.0,,,0.0,,1.0,11122.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.588,19.6,,,,9288.0,0.0,,471.0,205.0,3.513,,,0.0,,,,,,,,,""
16460128989,"Nov 11, 2025, 11:36:59 PM",Tread workout,Run,3km WU + 4x1k@3:45 + 3km CD,3000,10.00,,,false,,,,,,3000.0,3000.0,10000.0,,3.333,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.333,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16419343623,"Nov 10, 2025, 10:21:02 PM",Easy,Run,I hate snow,2922,10.00,145.0,10,false,,,activities/17505472067.fit.gz,,,2922.0,2778.0,10008.8,4.8,3.603,14.0,10.0,169.2,175.6,6.2,0.0,,,98.0,90.0,145.0,134.0,,311.0,557.0,,,10.0,863727.0,,,,,,,,303.0,2924.0,,,0.0,,1.0,10048.5,,,,,,,,,,,,,,,,,,,,,,,,,,,3.425,0.0,,,,8296.0,0.0,,421.0,228.0,3.617,,,0.0,,,,,,,,,""
16409735222,"Nov 9, 2025, 10:39:54 PM",Treadmil,Run,Snow 🥲🥲,2038,6.79,150.0,7,false,,,activities/17495808056.fit.gz,,,2038.0,1801.0,6797.4,4.32,3.774,0.0,0.0,0.0,0.0,0.0,0.0,,,93.0,86.0,150.0,128.0,,286.0,327.0,,,7.0,582388.0,,,,,,,,312.0,2010.0,,,0.0,,1.0,6797.4,,,,,,,,,,,,,,,,,,,,,,,,,,,3.335,0.0,,,,5170.0,0.0,,307.0,235.0,,,,0.0,,,,,,,,,""
16398655695,"Nov 8, 2025, 11:02:50 PM",Evening Run,Run,,97,0.40,122.0,0,false,,,activities/17484596464.fit.gz,,,97.0,97.0,400.1,7.04,4.125,0.0,0.0,199.4,200.2,7.1,0.0,,,107.0,91.0,122.0,98.0,,267.0,13.0,,,0.0,25424.0,,,,,,,,229.0,98.0,,,0.0,,1.0,402.4,,,,,,,,,,,,,,,,,,,,,,,,,,,4.125,0.0,,,,244.0,0.0,,8.0,172.0,4.148,,,,,,,,,,,,""
16394530002,"Nov 8, 2025, 2:28:06 PM",Morning Walk,Walk,"",1323,1.93,,,false,,,activities/16394530002.gpx,,,1323.0,1187.0,1930.0,4.34,1.626,14.0,13.8,175.2,182.9,17.6,-0.1,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.459,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16380405206,"Nov 6, 2025, 10:18:00 PM",Threshold,Run,"2x2k
2x1k
2x400 @5k pace",3702,10.40,160.0,10,false,,,activities/17466160706.fit.gz,,,3702.0,2973.0,10405.8,6.28,3.5,18.0,21.0,175.0,181.4,15.3,0.0,,,101.0,92.0,160.0,133.0,,326.0,592.0,,,10.0,865509.0,,,,,,,,308.0,3334.0,,,0.0,,1.0,10468.8,,,,,,,,,,,,,,,,,,,,,,,,,,,2.811,144.1,,,,8124.0,0.0,,497.0,232.0,3.521,,,0.0,,,,,,,,,""
16380422660,"Nov 5, 2025, 10:46:26 PM",Easy,Run,"",4405,11.59,156.0,15,false,,,activities/17466179224.tcx.gz,,,4405.0,4405.0,11597.1,5.34,2.633,0.0,0.0,0.0,0.0,0.0,0.0,,,,,156.0,128.0,,224.0,592.0,,,15.0,,,,,,,,,322.0,3243.0,,,0.0,,1.0,11597.1,,,,,,,,,,,,,,,,,,,,,,,,,,,2.633,0.0,,,,,0.0,,527.0,242.0,,,,0.0,,,,,,,,,""
16357923827,"Nov 4, 2025, 9:58:17 PM",3x(1000m r 1’ 600 r2’),Run,"",5506,11.31,184.0,32,false,,,activities/17443545009.fit.gz,,,5506.0,3898.0,11309.7,6.36,2.901,23.0,31.0,171.8,181.8,40.0,0.0,,,103.0,88.0,184.0,146.0,,311.0,759.0,,,32.0,964122.0,,,,,,,,297.0,4448.0,,,0.0,,1.0,11396.7,,,,,,,,,,,,,,,,,,,,,,,,,,,2.054,161.5,,,,9012.0,0.0,,615.0,223.0,2.924,,,0.0,,,,,,,,,""
16346248030,"Nov 3, 2025, 9:40:33 PM",Easy,Run,"",3129,10.00,143.0,10,false,,,activities/17431813851.fit.gz,,,3129.0,2959.0,10008.0,5.2,3.382,30.0,36.0,171.0,180.8,25.0,0.0,,,95.0,89.0,143.0,130.0,,297.0,569.0,,,10.0,880108.0,,,,,,,,292.0,3131.0,,,0.0,,1.0,10193.2,,,,,,,,,,,,,,,,,,,,,,,,,,,3.198,0.0,,,,8722.0,0.0,,420.0,220.0,3.445,,,0.0,,,,,,,,,""
16332357268,"Nov 2, 2025, 1:33:23 PM",Easy,Run,"",1901,6.37,169.0,11,false,,,activities/17417721129.fit.gz,,,1901.0,1799.0,6373.3,4.64,3.543,0.0,0.0,0.0,0.0,0.0,0.0,,,93.0,85.0,169.0,138.0,,288.0,354.0,,,11.0,548751.0,,,,,,,,299.0,1903.0,,,0.0,,1.0,6373.3,,,,,,,,,,,,,,,,,,,,,,,,,,,3.353,0.0,,,,5180.0,0.0,,267.0,225.0,,,,0.0,,,,,,,,,""
16325048389,"Nov 1, 2025, 4:01:33 PM",Lunch Run,Run,,3255,5.26,172.0,7,false,,,activities/17410207445.fit.gz,,,3255.0,3177.0,5264.8,5.14,1.657,14.0,11.0,181.2,188.6,40.0,0.0,,,98.0,73.0,172.0,114.0,,188.0,391.0,,,7.0,418691.0,,,,,,,,200.0,3257.0,,,0.0,,1.0,5325.8,,,,,,,,,,,,,,,,,,,,,,,,,,,1.617,55.2,,,,5364.0,0.0,,204.0,150.0,1.676,,,,,,,,,,,,""
16325048324,"Nov 1, 2025, 3:07:23 PM",Lunch Run,Run,,1137,2.05,153.0,2,false,,,activities/17410207383.fit.gz,,,1137.0,1049.0,2055.9,3.94,1.96,10.0,8.0,178.0,185.0,7.2,0.1,,,120.0,69.0,153.0,109.0,,152.0,119.0,,,2.0,158823.0,,,,,,,,173.0,1138.0,,,0.0,,1.0,2077.7,,,,,,,,,,,,,,,,,,,,,,,,,,,1.808,40.5,,,,2352.0,0.0,,53.0,130.0,1.981,,,,,,,,,,,,""
16325048321,"Oct 31, 2025, 9:20:15 PM",Afternoon Run,Run,,1044,1.78,135.0,1,false,,,activities/17410207374.fit.gz,,,1044.0,923.0,1785.9,5.18,1.935,19.0,15.0,174.2,184.0,35.3,0.0,,,97.0,83.0,135.0,122.0,,246.0,131.0,,,1.0,146814.0,,,,,,,,219.0,1045.0,,,0.0,,1.0,1882.3,,,,,,,,,,,,,,,,,,,,,,,,,,,1.711,0.0,,,,1674.0,0.0,,78.0,165.0,2.039,,,,,,,,,,,,""
16315118007,"Oct 31, 2025, 7:48:51 PM",First workout back,Run,4x5 threshold,3266,9.00,177.0,35,false,,,activities/17400098029.fit.gz,,,3266.0,2622.0,9006.2,5.34,3.435,30.0,31.0,174.2,187.6,13.8,0.0,,,100.0,89.0,177.0,153.0,,313.0,583.0,,,35.0,773362.0,,,,,,,,299.0,3161.0,,,0.0,,1.0,9167.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.758,52.1,,,,7184.0,0.0,,444.0,225.0,3.496,,,0.0,,,,,,,,,""
16314003160,"Oct 30, 2025, 7:50:18 PM",Bike,Ride,"",6704,15.10,135.0,8,false,,,activities/17398973860.fit.gz,,9.0,6704.0,3800.0,15108.8,6.612,3.976,41.0,33.0,177.8,188.6,40.0,0.0,,,,,135.0,102.0,,,378.0,,,8.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,2.254,37.7,,,,,0.0,,,,,,,0.0,,,,,,,,,""
16314003269,"Oct 29, 2025, 10:19:23 PM",Evening Run,Run,,916,3.00,144.0,3,false,,,activities/17398973945.fit.gz,,,916.0,916.0,3005.5,3.88,3.281,7.0,7.0,177.2,183.4,8.0,0.0,,,94.0,87.0,144.0,136.0,,287.0,185.0,,,3.0,263076.0,,,,,,,,284.0,917.0,,,0.0,,1.0,3035.7,,,,,,,,,,,,,,,,,,,,,,,,,,,3.281,44.0,,,,2662.0,0.0,,116.0,214.0,3.314,,,,,,,,,,,,""
16314003143,"Oct 29, 2025, 9:18:16 PM",Afternoon Run,Run,,852,2.24,159.0,4,false,,,activities/17398973935.fit.gz,,,852.0,668.0,2241.4,4.66,3.355,9.0,10.0,178.2,184.6,9.6,0.0,,,98.0,88.0,159.0,139.0,,290.0,134.0,,,4.0,194035.0,,,,,,,,259.0,854.0,,,0.0,,1.0,2268.4,,,,,,,,,,,,,,,,,,,,,,,,,,,2.631,16.0,,,,1930.0,0.0,,90.0,195.0,3.396,,,,,,,,,,,,""
16313999071,"Oct 26, 2025, 9:06:41 PM",Afternoon Ride,Ride,,3601,0,119.0,6,false,,,activities/17398969782.fit.gz,,9.0,3601.0,3601.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,119.0,93.0,,,259.0,,,6.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,,,,,,,,,,""
16245543935,"Oct 24, 2025, 9:03:33 PM",First run back,Run,Not really good,4281,10.00,142.0,10,false,,,activities/17329813823.fit.gz,,,4281.0,3473.0,10003.6,4.92,2.88,26.0,24.0,176.4,185.2,21.6,0.0,,,121.0,79.0,142.0,117.0,,242.0,529.0,,,10.0,838331.0,,,,,,,,258.0,3955.0,,,0.0,,1.0,10093.9,,,,,,,,,,,,,,,,,,,,,,,,,,,2.337,32.8,,,,8994.0,0.0,,413.0,194.0,2.906,,,0.0,,,,,,,,,""
16237010531,"Oct 23, 2025, 10:56:44 PM",Bike,Ride,"",2701,0,118.0,4,false,,,activities/17321221095.fit.gz,,9.0,2701.0,2701.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,,,,118.0,92.0,,,195.0,,,4.0,,,,,,,,,,,,,0.0,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,0.0,,,,,0.0,,,,,,,0.0,,,,,,,,,""
